english,translation,frequency_rank,pos,example,is_phrasal
to side with someone,встать на чью-то сторону,30443,idiom,,false
to rile somebody up,злить; раззадоривать кого-то,30444,phrasal,,true
the wherewithal,"средства; возможности (деньги, ресурсы)",30445,noun,,false
a bunny boiler,одержимая ревнивица; маньячка (разг.),30446,idiom,,false
to get the EDGE on SMO,получить преимущество над кем-то,30447,idiom,,false
Go for it!,"давай, дерзай!; вперёд!",30448,interjection,,false
to quibble over,придираться к мелочам; спорить по пустякам,30449,idiom,,false
to dole out,раздавать; выдавать по частям,30450,phrasal,,true
on the dole,на пособии по безработице,30451,idiom,,false
to fly the coop,сбежать; смыться (разг.),30452,idiom,,false
taken for a ride,быть обманутым; быть одураченным,30453,idiom,,false
If it looks like a duck...,если это похоже на утку… (всё очевидно),30454,idiom,,false
to get worked up about,заводиться; нервничать из-за чего-то,30455,idiom,,false
denial ain't just a river in Egypt,отрицание — это не только река в Египте (игра слов),30456,idiom,,false
in denial,в отрицании; не признавать очевидного,30457,idiom,,false
rolls,складки жира; валики,30458,noun,,false
dumbstruck,ошарашенный; онемевший от изумления,30459,adj,,false
spoiler-alert,"осторожно, спойлер!",30460,phrase,,false
to be DENSE,тупой; непонятливый,30461,adj,,false
Can you back it up?,можешь подтвердить?; можешь дать задний ход?,30462,phrase,,false
bragging rights,право похвастаться,30463,noun,,false
What's the rush?,куда спешка?; зачем торопиться?,30464,phrase,,false
He who smelt it dealt it.,"кто почуял, тот и навонял (шутл.)",30465,idiom,,false
wait up,подожди; не беги так,30466,phrasal,,true
I do like…I do need…WHY do?,"я ведь люблю…, мне ведь нужно… (зачем do?)",30467,phrase,,false
a closet fan,тайный фанат; скрытый поклонник,30468,idiom,,false
leeway,свобода действий; запас,30469,noun,,false
a knack...the knack,сноровка; умение,30470,noun,,false
hubris,гордыня; высокомерие,30471,noun,,false
a ruse,уловка; хитрость,30472,noun,,false
"Kirk, out!","Кирк, отбой!; конец связи",30473,phrase,,false
shoot,чёрт!; блин! (эвф.),30474,interjection,,false
moo juice,молоко (шутл.),30475,noun,,false
I'm good!,"нет, спасибо; мне и так хорошо",30476,phrase,,false
my plate's full,я занят по горло; дел невпроворот,30477,idiom,,false
zilch,ноль; ничего (разг.),30478,noun,,false
piecemeal,по частям; постепенно,30479,adv,,false
to lose one's bearings,потерять ориентир; растеряться,30480,idiom,,false
a bleak future,мрачное будущее; безрадостные перспективы,30481,idiom,,false
Things that make you go hmm…,"то, что заставляет задуматься",30482,idiom,,false
to get chunky,полнеть; раздаваться (разг.),30483,idiom,,false
to weasel out of something,увильнуть; отвертеться от чего-то,30484,idiom,,false
go to bat for someone,заступиться за кого-то,30485,idiom,,false
come to terms with,смириться с чем-то; примириться,30486,idiom,,false
walk it off,перетерпеть; стряхнуть боль,30487,phrasal,,true
my foot…my *ss…my butt,"как же!; чёрта с два!; ага, конечно",30488,interjection,,false
is dogging me,преследует меня; не даёт покоя,30489,idiom,,false
a jock,спортсмен; качок (разг.),30490,noun,,false
doughboy,пышка; пухляш; солдат-пехотинец,30491,noun,,false
a handful,непоседа; хлопотное дело; горсть,30492,noun,,false
a drag,зануда; тоска зелёная (разг.),30493,noun,,false
tight,тесный; скупой; крутой (сленг),30494,adj,,false
a scatterbrain,рассеянный человек; растяпа,30495,noun,,false
doesn't cut it,не годится; не катит (разг.),30496,idiom,,false
hit me up,напиши мне; свяжись со мной (разг.),30497,phrasal,,true
flimsy,хлипкий; неубедительный,30498,adj,,false
a bug zapper,электрическая мухобойка,30499,noun,,false
roots,корни; происхождение,30500,noun,,false
Raise your glass...,поднимем бокалы…; выпьем за…,30501,idiom,,false
to LABEL someone,навешивать ярлык на кого-то,30502,verb,,false
when the rooster crows,когда петух прокричит; на рассвете,30503,idiom,,false
"one step forward, two steps back","шаг вперёд, два шага назад",30504,idiom,,false
iffy,сомнительный; рискованный,30505,adj,,false
to iron out (plus pronunciation of iron!),уладить; утрясти (плюс произношение iron),30506,phrasal,,true
this VS that VS it,this против that против it,30507,phrase,,false
Still,всё же; тем не менее,30508,adv,,false
telemarketers,телефонные продавцы; навязчивые рекламщики,30509,noun,,false
swing and a miss,промах; неудачная попытка,30510,idiom,,false
to throw a temper tantrum,закатить истерику; устроить скандал,30511,idiom,,false
soulmate,родственная душа; вторая половинка,30512,noun,,false
to be full of himself,быть самодовольным; задирать нос,30513,idiom,,false
to be filled with confidence,быть полным уверенности,30514,idiom,,false
an invigorating sleep,бодрящий сон,30515,noun,,false
to break someone,сломить кого-то; подавить волю,30516,verb,,false
to draw a blank,не вспомнить; в голове пусто,30517,idiom,,false
to lose sleep over something,переживать из-за чего-то; терять сон,30518,idiom,,false
a living legend,живая легенда,30519,noun,,false
a knuckle dragger,неандерталец; тупой грубиян (разг.),30520,idiom,,false
I have a condition,у меня заболевание; у меня есть особенность,30521,phrase,,false
…period,…и точка; и всё,30522,idiom,,false
a knee-slapper,уморительная шутка; обхохочешься,30523,noun,,false
to nosh,перекусить; пожевать (разг.),30524,verb,,false
saved the day,спас положение; выручил,30525,idiom,,false
Whatever floats your boat +,кому что нравится; на вкус и цвет,30526,idiom,,false
I can't thank you enough!,"не знаю, как тебя и благодарить!",30527,phrase,,false
to badger someone,донимать; приставать к кому-то,30528,verb,,false
to kick start,дать толчок; запустить,30529,phrasal,,true
peddling,торговля вразнос; навязывание,30530,verb,,false
second to none,непревзойдённый; лучше всех,30531,idiom,,false
in the limelight,в центре внимания,30532,idiom,,false
to hang in the balance,висеть на волоске; быть под вопросом,30533,idiom,,false
smack-dab in the middle of,в самой середине; прямо посередине,30534,idiom,,false
tenacity,упорство; цепкость,30535,noun,,false
an auspicious day,благоприятный день; счастливый день,30536,adj,,false
to be above reproach/beyond reproach,быть безупречным; вне упрёков,30537,idiom,,false
to get my own way,добиться своего; настоять на своём,30538,idiom,,false
out of it,не в себе; рассеянный; не в курсе,30539,idiom,,false
I owe it all to…,я всем обязан…,30540,phrase,,false
a loud tie,кричащий галстук; яркий галстук,30541,noun,,false
a reflective strip,светоотражающая полоса,30542,noun,,false
earthy colors,природные тона; землистые цвета,30543,adj,,false
bacon (more than just meat),бекон (не только мясо),30544,noun,,false
to leave your mark,оставить свой след,30545,idiom,,false
inscribe VS subscribe,надписать против подписаться,30546,verb,,false
They SOUND THE SAME: What are you doing/What do you mean?,звучат одинаково: что делаешь/что имеешь в виду,30547,phrase,,false
to go/be AWOL,быть в самоволке; пропасть без вести,30548,idiom,,false
I misspoke!,я оговорился!; не так выразился,30549,phrase,,false
Don't knock it 'til you try it!,"не критикуй, пока не попробуешь!",30550,idiom,,false
chitchat VS shoot the breeze,болтовня против трёпа,30551,idiom,,false
to be on the level with SMO,быть откровенным с кем-то; начистоту,30552,idiom,,false
eat like a bird,есть как птичка; есть очень мало,30553,idiom,,false
to put a dent into SMT,нанести урон; основательно взяться,30554,idiom,,false
use your noggin,шевели мозгами; пошевели извилинами (разг.),30555,idiom,,false
pull your weight,тянуть свою лямку; вносить свой вклад,30556,idiom,,false
a rain check,перенос на потом; в другой раз,30557,idiom,,false
Get the vote out!,мобилизуй избирателей!; зови всех голосовать,30558,idiom,,false
What a joke,вот умора; вот это насмешка,30559,phrase,,false
earnest,серьёзный; искренний,30560,adj,,false
to josh,подшучивать; разыгрывать (разг.),30561,verb,,false
quarantine (noun and verb),карантин; помещать на карантин,30562,noun,,false
skip the middleman,без посредника; напрямую,30563,idiom,,false
dinner and a movie,ужин и кино (романтическое свидание),30564,idiom,,false
a show of hands,голосование поднятием рук,30565,idiom,,false
old-timer,старожил; ветеран,30566,noun,,false
Tupperware,пластиковый контейнер (для еды),30567,noun,,false
a knockoff,подделка; дешёвая копия,30568,noun,,false
to freeload/a freeloader,жить на халяву; халявщик,30569,verb,,false
"the runs (ARE you eating now? If yes, listen later!!!)",понос (предупреждение для едящих),30570,noun,,false
nauseous,тошнотворный; чувствующий тошноту,30571,adj,,false
feel a little warm,слегка теплеть; чувствовать жар,30572,idiom,,false
wrapped around someone's finger,быть под каблуком; вертеть кем-то,30573,idiom,,false
Give credit where credit is due,отдай должное по заслугам,30574,idiom,,false
...smarter than he looks...,"умнее, чем кажется",30575,idiom,,false
honest to a fault,честный до невозможности,30576,idiom,,false
"drop off, drop-off, dropoff!",высадить; высадка; пункт сдачи,30577,phrasal,,true
Watch your step,смотри под ноги; осторожно,30578,idiom,,false
Give him an inch and he'll take a mile,дай палец — откусит руку,30579,idiom,,false
the lowdown,вся подноготная; точная информация,30580,noun,,false
"lock, stock and barrel",всё целиком; со всеми потрохами,30581,idiom,,false
a hollow victory,пустая победа; победа без радости,30582,idiom,,false
the nitty-gritty,самая суть; подноготная,30583,idiom,,false
a sub / to sub for…subbing for,замена; заменять; подмена,30584,noun,,false
Back at you!,и тебе того же!; взаимно!,30585,phrase,,false
jumping on the wrong bandwagon,примкнуть не к той стороне; поддержать заведомо проигрышное дело,30586,idiom,,false
to be conned into VERBing,дать себя обмануть/уговорить (делать что-то),30587,idiom,,false
to tie one on,напиться в стельку (разг.),30588,idiom,,false
tit for tat,око за око; зуб за зуб,30589,idiom,,false
to have a penchant for,иметь склонность/слабость к,30590,idiom,,false
man the grill,стоять у гриля; жарить мясо,30591,phrase,,false
to harbor a feeling,"затаить чувство (обиду, неприязнь)",30592,idiom,,false
kill two birds with one stone,убить двух зайцев одним выстрелом,30593,idiom,,false
quite a few (be careful with this one!),довольно много; немало,30594,idiom,,false
to cut it close,едва успеть; оставить впритык,30595,idiom,,false
pear-shaped (2 definitions!),грушевидный; пойти наперекосяк,30596,adj,,false
itching to do something,сгорать от нетерпения сделать что-то,30597,idiom,,false
to ace something,сдать на отлично; блестяще справиться,30598,verb,,false
to freeze my butt off,промёрзнуть до костей; отморозить себе всё (разг.),30599,idiom,,false
to move mountains,свернуть горы,30600,idiom,,false
to be chintzy,быть скупым; жмотиться (разг.),30601,verb,,false
snazzy,шикарный; стильный (разг.),30602,adj,,false
"Close, but no cigar.","почти, но мимо; чуть-чуть не дотянул",30603,idiom,,false
count your blessings,"цени то, что имеешь; будь благодарен",30604,idiom,,false
rubbernecker,зевака (глазеющий на ДТП),30605,noun,,false
What gives?,в чём дело?; что происходит?,30606,idiom,,false
to have a go!,попробовать; попытать счастья,30607,idiom,,false
I lost my cool.,я вышел из себя; я потерял самообладание,30608,idiom,,false
Holy crap!,вот блин!; чёрт возьми! (разг.),30609,interjection,,false
to give someone the benefit of the doubt,поверить кому-то на слово; не сомневаться без доказательств,30610,idiom,,false
to be chummy with,быть на дружеской ноге с; приятельствовать,30611,idiom,,false
don't quote me on that,не ссылайтесь на меня; за точность не ручаюсь,30612,idiom,,false
grab a nap,вздремнуть; прикорнуть,30613,phrase,,false
to sugarcoat SMT,приукрашивать; подсластить пилюлю,30614,idiom,,false
Don't quit your day job!,не бросай основную работу!; актёр из тебя так себе (ирон.),30615,idiom,,false
a rat's nest,бардак; полный беспорядок; колтун,30616,noun,,false
farm-to-fork,от фермы до стола; фермерская еда,30617,adj,,false
urbanite,горожанин; житель мегаполиса,30618,noun,,false
to dump something out,вывалить; высыпать что-то,30619,phrasal,,true
a dork,придурок; нелепый чудак (разг.),30620,noun,,false
flickering,мерцающий; мигающий,30621,adj,,false
under my belt,за плечами; в активе (об опыте),30622,idiom,,false
lay it on me,выкладывай; рассказывай (разг.),30623,idiom,,false
sound asleep,крепко спящий,30624,idiom,,false
lean on me,обопрись на меня; положись на меня,30625,idiom,,false
Your wish is my command...,ваше желание для меня закон,30626,idiom,,false
# to go,# порций навынос,30627,phrase,,false
holiday cheer,праздничное настроение,30628,noun,,false
Bah! Humbug!,вздор!; чепуха! (брюзжание о праздниках),30629,interjection,,false
The holiday season,праздничный сезон; новогодние праздники,30630,noun,,false
to belt out a song,горланить песню; петь во весь голос,30631,idiom,,false
"Yes, siree, Bob!","именно так!; точно, дружище! (разг.)",30632,interjection,,false
buff,накачанный; мускулистый (разг.),30633,adj,,false
a knee-jerk reaction/response,инстинктивная реакция; рефлекторный ответ,30634,idiom,,false
drained,выжатый как лимон; обессиленный,30635,adj,,false
in a huff,в раздражении; вспылив,30636,idiom,,false
to eyeball something,прикинуть на глаз; оценить приблизительно,30637,verb,,false
"lemming, sheep, sheeple",стадо баранов; конформисты (пренебр.),30638,noun,,false
get into a groove,войти в ритм; войти во вкус,30639,idiom,,false
long-winded,многословный; нудный,30640,adj,,false
to chime in,вставить слово; вмешаться в разговор,30641,phrasal,,true
to patch things up,помириться; уладить отношения,30642,phrasal,,true
for starters…,для начала…; во-первых…,30643,phrase,,false
let it slide,спустить на тормозах; закрыть глаза,30644,idiom,,false
in a pinch,в крайнем случае; на худой конец,30645,idiom,,false
short and sweet,коротко и ясно; кратко и по делу,30646,idiom,,false
mental,сумасшедший; чокнутый (разг.),30647,adj,,false
to be gifted,быть одарённым; иметь талант,30648,idiom,,false
to pick it up,освоить; ухватить; научиться,30649,phrasal,,true
to kick off,начать; стартовать,30650,phrasal,,true
thrift shop,секонд-хенд; комиссионка,30651,noun,,false
cut through the clutter,отсеять лишнее; пробиться сквозь хаос,30652,idiom,,false
a dead giveaway,"явная улика; то, что выдаёт с головой",30653,idiom,,false
a no-brainer,проще простого; и думать нечего,30654,idiom,,false
hand-me-downs,"вещи, переходящие по наследству; обноски",30655,noun,,false
air quotes (body language and spoken!),жест кавычек пальцами; «так называемый»,30656,noun,,false
"a longshot (long-shot, long shot)",рискованная затея; маловероятный шанс,30657,idiom,,false
discipline (noun and verb),дисциплина; наказывать,30658,noun,,false
"to cry: sob, wail, whimper","плакать: рыдать, выть, хныкать",30659,verb,,false
to follow along,следить за ходом; не отставать,30660,phrasal,,true
peachy,отлично; прекрасно (часто ирон.),30661,adj,,false
gives me a complex,вгоняет меня в комплексы,30662,idiom,,false
blah,тоска; уныние; так себе (разг.),30663,adj,,false
fingers crossed,держу кулачки; тьфу-тьфу,30664,idiom,,false
travel halfway around the world to…,"ехать на другой конец света, чтобы…",30665,idiom,,false
to leave no stone unturned,перевернуть всё вверх дном; испробовать все средства,30666,idiom,,false
cut to the chase,перейти к сути; ближе к делу,30667,idiom,,false
to put lipstick on a pig,тщетно приукрашивать безнадёжное,30668,idiom,,false
heading VS going,направляться против идти; куда держишь путь,30669,phrase,,false
What's all this racket?,что за шум?; что за гвалт?,30670,idiom,,false
Will do.,сделаю; будет сделано,30671,phrase,,false
in a nutshell,в двух словах; вкратце,30672,idiom,,false
What the…,что за…; какого…,30673,interjection,,false
weather vs climate,погода против климата,30674,noun,,false
to be stoked,быть в восторге; быть на седьмом небе (разг.),30675,idiom,,false
cry me a river,поплачься кому-нибудь другому (ирон.),30676,idiom,,false
but no,но нет; так и не вышло,30677,phrase,,false
"""a bug"" body-related",подхватить заразу; подцепить вирус,30678,noun,,false
a bug,жучок; мелкое насекомое,30679,noun,,false
out of date,устаревший; просроченный,30680,idiom,,false
a poor excuse,слабое оправдание; жалкая отговорка,30681,idiom,,false
to talk a mile a minute,тараторить; говорить без умолку,30682,idiom,,false
take a dip,окунуться; искупаться,30683,idiom,,false
to feign something,притворяться; симулировать,30684,verb,,false
You name it.,всё что угодно; чего только нет,30685,idiom,,false
a nail-biter,захватывающий момент; напряжённая развязка,30686,noun,,false
my lips are sealed,мои уста на замке; я буду молчать,30687,idiom,,false
mum's the word,молчок; никому ни слова,30688,idiom,,false
pass it on/along,передай дальше; распространи,30689,phrasal,,true
to bow out,уйти; выйти из игры,30690,phrasal,,true
an 8.3 magnitude quake,землетрясение магнитудой 8.3,30691,phrase,,false
bursting at the seams,трещит по швам; переполнен,30692,idiom,,false
Dead broke,без гроша; на мели (разг.),30693,idiom,,false
to tear around/through,носиться; метаться сломя голову,30694,phrasal,,true
crash,авария; рухнуть; зависнуть (о технике),30695,noun,,false
"Dutch, Holland, Netherlands","Голландия, Нидерланды",30696,noun,,false
the refs,судьи; арбитры (разг.),30697,noun,,false
Who's your money on?,на кого ставишь?,30698,idiom,,false
the devil is in the details,дьявол кроется в деталях,30699,idiom,,false
I could use (something to drink/eat),я бы не отказался от (выпить/поесть),30700,idiom,,false
to be fresh out of something,только что закончилось; нет в наличии,30701,idiom,,false
to gloss over,замять; обойти вскользь,30702,phrasal,,true
to be after something,стремиться к чему-то; добиваться,30703,phrasal,,true
sounds about right,похоже на правду; звучит верно,30704,idiom,,false
constructive criticism,конструктивная критика,30705,noun,,false
turn over a new leaf,начать с чистого листа; исправиться,30706,idiom,,false
my gut tells me…,чутьё мне подсказывает…,30707,idiom,,false
a kerfuffle,суматоха; переполох,30708,noun,,false
a bad omen (good ones too),дурная примета; плохое предзнаменование,30709,noun,,false
What keeps you up at night?,что не даёт тебе спать по ночам?,30710,idiom,,false
opposites attract,противоположности притягиваются,30711,idiom,,false
in a rut,в застое; в рутине; топтаться на месте,30712,idiom,,false
two-faced,двуличный; лицемерный,30713,adj,,false
ticked off,раздражённый; взбешённый (разг.),30714,idiom,,false
to sneeze at something,относиться пренебрежительно; не пренебрегать,30715,idiom,,false
to be slapped with a fine,получить штраф; быть оштрафованным,30716,idiom,,false
to dabble in,баловаться чем-то; пробовать понемногу,30717,phrasal,,true
pizzazz,изюминка; шик; задор,30718,noun,,false
a dish,"красотка; лакомый кусочек (о человеке, разг.)",30719,noun,,false
in the shop,в ремонте (об авто),30720,idiom,,false
to breathe over someone's shoulder,стоять над душой; контролировать каждый шаг,30721,idiom,,false
crucial,решающий; крайне важный,30722,adj,,false
coming along,продвигается; идёт на лад,30723,phrasal,,true
I need to get out more,мне нужно больше бывать на людях,30724,idiom,,false
like-minded,единомышленник; со схожими взглядами,30725,adj,,false
"Some t-shirt, huh?","ну и футболка, а?; классная футболка!",30726,phrase,,false
to be on thin ice,ходить по тонкому льду; быть на грани,30727,idiom,,false
Duh,ну очевидно же; и ежу понятно (разг.),30728,interjection,,false
to catch up,наверстать; пообщаться после долгого перерыва,30729,phrasal,,true
to catch a movie/game,сходить на фильм/матч,30730,phrase,,false
to be tied up with something,быть занятым; быть связанным делами,30731,idiom,,false
gibberish,тарабарщина; бессмыслица,30732,noun,,false
to leg it,дать дёру; убегать (разг.),30733,idiom,,false
a hodgepodge,мешанина; всякая всячина,30734,noun,,false
midnight snack,ночной перекус,30735,noun,,false
leftovers,остатки еды; вчерашняя еда,30736,noun,,false
great shot,отличный бросок/удар; классный кадр,30737,phrase,,false
to scoff at,насмехаться над; презрительно отзываться,30738,phrasal,,true
to tank,"провалиться; обрушиться (о ценах, проекте)",30739,verb,,false
I got a beef with you.,у меня к тебе претензия; имею на тебя зуб (разг.),30740,idiom,,false
What is he to you?,кто он тебе?,30741,idiom,,false
to do my darndest,выложиться по полной; сделать всё возможное,30742,idiom,,false
to give props to someone,отдать должное; воздать хвалу кому-то,30743,idiom,,false
bossy,властный; командирский,30744,adj,,false
Go out on a limb…,рискнуть; высказать смелое мнение,30745,idiom,,false
"""to plug in"" (NOT electricity!)",подключиться; включиться в дело (не об электричестве),30746,phrasal,,true
to cuddle,обниматься; ласкаться,30747,verb,,false
take cover,укрыться; залечь,30748,phrasal,,true
minute (NOT time!!),мельчайший; крошечный (не «минута»),30749,adj,,false
look no further,дальше можно не искать; лучше не найти,30750,idiom,,false
"you snooze, you lose","промедлишь — проиграешь; кто не успел, тот опоздал",30751,idiom,,false
a slew of something,куча; множество чего-то,30752,idiom,,false
in a heartbeat,мгновенно; не раздумывая,30753,idiom,,false
don't jump the gun,не торопи события; не забегай вперёд,30754,idiom,,false
creep me out,пугать меня; вызывать мурашки (разг.),30755,idiom,,false
to clear your head,проветрить голову; привести мысли в порядок,30756,idiom,,false
What's your take?,каково твоё мнение?; что думаешь?,30757,idiom,,false
give me some feedback,дай мне обратную связь; выскажи мнение,30758,idiom,,false
all that jazz,и всё такое прочее; и тому подобное,30759,idiom,,false
before my time,до меня; ещё до моего времени,30760,idiom,,false
to dump on someone,вываливать проблемы; срывать злость на ком-то,30761,phrasal,,true
a slow jam,медленная композиция; лиричная песня,30762,noun,,false
to put your best foot forward,показать себя с лучшей стороны,30763,idiom,,false
to crack someone up,насмешить кого-то до слёз,30764,idiom,,false
jerk,придурок; козёл (груб.),30765,noun,,false
savvy,смекалистый; сообразительный (разг.),30766,adj,,false
to take a dump,сходить по-большому; справить нужду (груб.),30767,idiom,,false
writer's block,творческий ступор; писательский тупик,30768,noun,,false
a can-do attitude,настрой «мне всё по плечу»; деловой оптимизм,30769,idiom,,false
to bail on someone,подвести кого-то; кинуть; не прийти (разг.),30770,phrasal,,true
no strings attached,без обязательств; ни к чему не обязывая,30771,idiom,,false
to put it bluntly,честно говоря; начистоту,30772,idiom,,false
(place) is a dump,это дыра; убогое место (разг.),30773,idiom,,false
to dump someone,бросить кого-то; порвать отношения,30774,verb,,false
... per se,как таковой; сам по себе,30775,idiom,,false
dumpster,мусорный контейнер; помойка,30776,noun,,false
to dig deep,копать глубже; выкладываться по полной,30777,idiom,,false
keep your nose clean,не лезь в неприятности; веди себя честно,30778,idiom,,false
better safe than sorry,бережёного бог бережёт; лучше перебдеть,30779,idiom,,false
down in the dumps,в унынии; в подавленном настроении,30780,idiom,,false
head over heels,влюбиться без памяти; по уши,30781,idiom,,false
the dump,свалка; помойка,30782,noun,,false
to rub someone's nose in it,тыкать носом; злорадствовать,30783,idiom,,false
never delivers,всё время подводит; никогда не выполняет обещанного,30784,phrase,,false
to call dibs,застолбить за собой; чур моё,30785,idiom,,false
to solidify something,закрепить; упрочить,30786,verb,,false
to pick someone's brain,выведать чьи-то знания; расспросить знатока,30787,idiom,,false
to have no say,не иметь права голоса,30788,idiom,,false
no less so than...,"не менее, чем...",30789,phrase,,false
to haul ass,мчаться во весь опор; пошевеливаться (груб.),30790,idiom,,false
to get a lot out of something,извлечь много пользы из чего-то,30791,idiom,,false
to fool around,валять дурака; бездельничать,30792,phrasal,,true
I can live with some...,с этим я могу смириться; это терпимо,30793,phrase,,false
is top shelf,высший сорт; первоклассный,30794,idiom,,false
RIP...,покойся с миром...,30795,phrase,,false
You reap what you sow,"что посеешь, то и пожнёшь",30796,idiom,,false
I can't shake SOMETHING,никак не могу избавиться от...,30797,phrase,,false
I'm off out TIME,я ухожу; меня не будет (разг.),30798,phrase,,false
just plain ADJECTIVE,просто-напросто...; откровенно...,30799,adv,,false
the tide has turned for/against,ситуация изменилась в пользу/против,30800,idiom,,false
sit tight,сиди смирно; жди,30801,idiom,,false
A pales in comparison to B,A не идёт ни в какое сравнение с B,30802,idiom,,false
binge-listening,запойное прослушивание,30803,noun,,false
a token American,американец для галочки; символический американец,30804,idiom,,false
a solid background in,солидный опыт/база в,30805,phrase,,false
a perfect mix of A and B,идеальное сочетание A и B,30806,phrase,,false
puts a smile on my face,вызывает у меня улыбку; радует меня,30807,idiom,,false
to water down,разбавлять; смягчать; выхолащивать,30808,phrasal,,true
freebies,халява; бесплатные подарки,30809,noun,,false
to tide someone over,помочь продержаться; перебиться,30810,phrasal,,true
to get through TIME,пережить; продержаться (период),30811,phrasal,,true
no pun intended,без каламбура; не сочтите за каламбур,30812,phrase,,false
a sticky situation,щекотливая ситуация,30813,idiom,,false
NERD vs GEEK,ботаник против гика,30814,phrase,,false
to be thick-skinned,иметь толстую кожу; быть неуязвимым к критике,30815,idiom,,false
save my spot,займи мне место,30816,phrase,,false
to cut in line,влезть без очереди,30817,idiom,,false
a retrospective,ретроспектива; обзор прошлого,30818,noun,,false
Third World problems,проблемы сытых; надуманные проблемы,30819,idiom,,false
to nip it in the bud,пресечь в зародыше,30820,idiom,,false
to be engaged,быть помолвленным; быть занятым,30821,verb,,false
to run ragged,загнать до изнеможения,30822,idiom,,false
a Sunday driver,медлительный водитель; тихоход,30823,idiom,,false
to swerve,резко свернуть; вильнуть,30824,verb,,false
to fall flat,провалиться; не возыметь эффекта,30825,idiom,,false
to be washed up,выдохнуться; быть конченым (о карьере),30826,idiom,,false
to be in its infancy,быть в зачаточном состоянии,30827,idiom,,false
to break even,выйти в ноль; окупиться,30828,idiom,,false
dazzle,ослеплять; поражать,30829,verb,,false
to mold A into B,превратить A в B; вылепить из A B,30830,idiom,,false
to pan out,сложиться удачно; выгореть,30831,phrasal,,true
asking price,запрашиваемая цена,30832,noun,,false
Yikes!,ой!; ужас!,30833,interjection,,false
to GIVE smo A HOLLER,звякнуть кому-то; черкнуть весточку,30834,idiom,,false
to dwell on something,зацикливаться на чём-то; долго переживать,30835,phrasal,,true
to be industrious,быть трудолюбивым,30836,adj,,false
More power to you!,молодец!; так держать!,30837,interjection,,false
standing in my way,стоять на моём пути; мешать мне,30838,idiom,,false
He can hold his own.,он не даст себя в обиду; он справится сам,30839,idiom,,false
He is a loose cannon,он непредсказуем; от него жди беды,30840,idiom,,false
(to be) bogged down,увязнуть; быть заваленным (делами),30841,phrasal,,true
to blow off some steam,выпустить пар; разрядиться,30842,idiom,,false
nagging,ноющий; назойливый; придирки,30843,adj,,false
go figure,поди разбери; вот так дела,30844,idiom,,false
that figures,так и думал; ожидаемо,30845,idiom,,false
snubbed,проигнорированный; отвергнутый,30846,adj,,false
kudos,респект; почёт и уважение,30847,noun,,false
starting is half the battle,начать — полдела сделать,30848,idiom,,false
litterbug,"тот, кто мусорит; неряха",30849,noun,,false
to take it out on someone,срывать злость на ком-то,30850,idiom,,false
on the sly,тайком; исподтишка,30851,idiom,,false
up and about,на ногах; выздоровевший,30852,idiom,,false
steep,крутой (о подъёме); заоблачный (о цене),30853,adj,,false
a grand,тысяча долларов; косарь (разг.),30854,noun,,false
Let's throw a party,давай устроим вечеринку,30855,phrase,,false
trash it,выбрось это; раскритикуй в пух и прах,30856,verb,,false
stepping stone,ступенька к цели; трамплин,30857,idiom,,false
to get duped,быть обманутым; попасться на удочку,30858,idiom,,false
Zip it!,молчи!; закрой рот! (разг.),30859,interjection,,false
a stickler,придира; педант,30860,noun,,false
butt out,не лезь не в своё дело,30861,phrasal,,true
tough it out,перетерпеть; продержаться,30862,phrasal,,true
"""knock yourself out"" PART 2",делай что хочешь; не стесняйся (ч.2),30863,idiom,,false
knock yourself out PART ONE,делай что хочешь; не стесняйся (ч.1),30864,idiom,,false
"spring forward, fall back","весной вперёд, осенью назад (о переводе часов)",30865,idiom,,false
to give someone a boost,поддержать кого-то; подбодрить; подсадить,30866,idiom,,false
to butter SMO up,подлизываться к кому-то; умасливать,30867,phrasal,,true
beat around the bush,ходить вокруг да около,30868,idiom,,false
"a mooch, to mooch, to mooch off",нахлебник; клянчить; жить за чужой счёт,30869,idiom,,false
grueling,изнурительный; выматывающий,30870,adj,,false
top it off,в довершение всего; добавить напоследок,30871,phrasal,,true
face the music,отвечать за свои поступки; расхлёбывать,30872,idiom,,false
way/far/much too much!,уж слишком много!,30873,phrase,,false
all too much,всё это чересчур,30874,idiom,,false
back in the saddle,снова в строю; вернуться к делу,30875,idiom,,false
raining cats and dogs,льёт как из ведра,30876,idiom,,false
a little too strange,немного странновато,30877,phrase,,false
How does ~ strike you?,как тебе ~?; как на тебя это действует?,30878,phrase,,false
out in the sticks,в глуши; у чёрта на куличках,30879,idiom,,false
pushing up daisies,на том свете; кормить червей,30880,idiom,,false
a train wreck,полный провал; катастрофа,30881,idiom,,false
when pigs fly,когда рак на горе свистнет,30882,idiom,,false
it'll never fly,это не пройдёт; ничего не выйдет,30883,idiom,,false
"Out of sight, out of mind!",с глаз долой — из сердца вон,30884,idiom,,false
to scramble,суетиться; лихорадочно собираться,30885,verb,,false
food for thought,пища для размышлений,30886,idiom,,false
right off the bat,сразу; с ходу,30887,idiom,,false
a crook,мошенник; жулик,30888,noun,,false
to stifle something,подавлять; заглушать,30889,verb,,false
to feel stifled,чувствовать себя скованно; задыхаться,30890,idiom,,false
to crack open,вскрыть; распечатать,30891,phrasal,,true
