english,translation,frequency_rank,pos,example,is_phrasal
wet,мокрый; влажный,793,adj,,false
wide,широкий,794,adj,,false
wise,мудрый; разумный,795,adj,,false
yellow,жёлтый,796,adj,,false
young,молодой,797,adj,,false
awake,бодрствующий; не спящий,798,adj,,false
bad,плохой; дурной,799,adj,,false
bent,согнутый; изогнутый,800,adj,,false
bitter,горький,801,adj,,false
blue,синий; голубой,802,adj,,false
certain,определённый; уверенный,803,adj,,false
cold,холодный,804,adj,,false
complete,полный; завершённый,805,adj,,false
cruel,жестокий,806,adj,,false
dark,тёмный,807,adj,,false
dead,мёртвый; неживой,808,adj,,false
dear,дорогой; милый,809,adj,,false
delicate,тонкий; деликатный; хрупкий,810,adj,,false
different,другой; различный,811,adj,,false
dirty,грязный,812,adj,,false
dry,сухой,813,adj,,false
false,ложный; неверный,814,adj,,false
feeble,слабый; немощный,815,adj,,false
female,женский; самка,816,adj,,false
foolish,глупый; неразумный,817,adj,,false
future,будущий,818,adj,,false
green,зелёный,819,adj,,false
ill,больной,820,adj,,false
last,последний; прошлый,821,adj,,false
late,поздний,822,adj,,false
left,левый,823,adj,,false
loose,свободный; неплотный,824,adj,,false
loud,громкий,825,adj,,false
low,низкий,826,adj,,false
mixed,смешанный,827,adj,,false
narrow,узкий,828,adj,,false
old,старый,829,adj,,false
opposite,противоположный,830,adj,,false
public,общественный; публичный,831,adj,,false
rough,грубый; шероховатый,832,adj,,false
sad,грустный; печальный,833,adj,,false
safe,безопасный; невредимый,834,adj,,false
secret,секретный; тайный,835,adj,,false
short,короткий,836,adj,,false
shut,закрытый,837,adj,,false
simple,простой,838,adj,,false
slow,медленный,839,adj,,false
small,маленький; небольшой,840,adj,,false
soft,мягкий,841,adj,,false
solid,твёрдый; цельный,842,adj,,false
special,особый; специальный,843,adj,,false
strange,странный; чужой,844,adj,,false
thin,тонкий; худой,845,adj,,false
white,белый,846,adj,,false
wrong,неправильный; ошибочный,847,adj,,false
